source,policy_text,domain,stakeholders,agree_pct,neutral_pct,disagree_pct,support_score,consensus_score,word_count,year,is_privacy,is_employment,is_economic,is_legal,is_tech,is_social,description,policy_type,country,policy_density_context,economic_pressure_context,education_readiness_context,support_bucket,domain_encoded,stakeholder_encoded,estimated_support_bucket,support_probability
OECD,GUIDELINES FOR THE IMPLEMENTATION OF DATA TRUST AND DATA COMMONS MODELS,Privacy,General Public,0.0,0.0,0.0,0.0,0.0,11,2021.0,1,0,0,0,0,0,Initiative establishing the guidelines for formulating and developing data trusts and data commons in Colombia.,Unknown,Colombia,0.09741969457609267,0.6,0.5,,4,1,High,0.4678333333333334
OECD,STANDARDS FOR THE IMPLEMENTATION OF INCLUSIVE AI SYSTEMS,Other,General Public,0.0,0.0,0.0,0.0,0.0,8,2021.0,0,0,0,0,1,0,"Document establishing the guidelines, strategies, and standards related to the implementation of inclusive AI systems",Unknown,Colombia,0.5418641390205371,0.5,0.5,,3,1,Medium,0.6531666666666667
OECD,OPEN-SOURCE AI COMPONENTS,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2020.0,0,0,0,0,1,1,Open-source AI components are being made available for reuse by interested parties in the public and private sectors.,Unknown,Estonia,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,OPEN-SOURCE AI COMPONENTS,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2020.0,0,0,0,0,1,1,Open-source AI components are being made available for reuse by interested parties in the public and private sectors.,Unknown,Estonia,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,Estonian Open Data Portal,Privacy,General Public,0.0,0.0,0.0,0.0,0.0,4,2019.0,1,0,0,0,0,0,"Open Data Portal gives everyone the opportunity to consume and visualize open data, it includes use cases that are based on open data.",Unknown,Estonia,0.09741969457609267,0.6,0.5,,4,1,High,0.44116666666666676
OECD,Estonian Open Data Portal,Privacy,General Public,0.0,0.0,0.0,0.0,0.0,4,2019.0,1,0,0,0,0,0,"Open Data Portal gives everyone the opportunity to consume and visualize open data, it includes use cases that are based on open data.",Unknown,Estonia,0.09741969457609267,0.6,0.5,,4,1,High,0.44116666666666676
OECD,Estonian Open Data Portal,Privacy,General Public,0.0,0.0,0.0,0.0,0.0,4,2019.0,1,0,0,0,0,0,"Open Data Portal gives everyone the opportunity to consume and visualize open data, it includes use cases that are based on open data.",Unknown,Estonia,0.09741969457609267,0.6,0.5,,4,1,High,0.44116666666666676
OECD,RESEARCH COUNCIL OF NORWAY'S ICT RESEARCH PROGRAMMES,Technology,General Public,0.0,0.0,0.0,0.0,0.0,7,2018.0,1,0,1,0,1,0,"About 40 per cent of funds allocated to ICT research through the Research Council of Norway go to AI research (AI, data science, robotics). Statistics on this from 2019->",Unknown,Norway,0.09320695102685624,0.7,0.8,,5,1,Medium,0.75
OECD,HORIZON 2020,Other,General Public,0.0,0.0,0.0,0.0,0.0,2,2014.0,0,1,1,0,1,0,"EUs framework program for research - figures given are for Norwegian AI research funded through the programme, NOT total contribution to the programme from Norway",Unknown,Norway,0.5418641390205371,0.5,0.5,,3,1,High,0.7553333333333333
OECD,DIGITAL TALENT,Other,"Labor, Government",0.0,0.0,0.0,0.0,0.0,2,2019.0,0,1,0,0,1,0,"It is the only country initiative that integrates companies, training institutions, and the government to develop new capacities in people, in tune with the demands of the digital economy, generating more opportunities to access quality jobs. We work collaboratively to be a bridge that connects the demand for talents, the supply of training and job placement.<br/>Inspired by the successful international model New York Tech Talent Pipeline, we add efforts and capacities to articulate and implemen",Unknown,Chile,0.5418641390205371,0.5,0.5,,3,-1,High,0.8158333333333334
OECD,NATIONAL DIGITAL LANGUAGES PLAN,Other,Education,0.0,0.0,0.0,0.0,0.0,4,2018.0,1,0,0,1,1,0,"The National Plan for Digital Languages is an initiative specifically oriented to the training of teachers and education professionals in topics related to the development of computational thinking — understood as a way of solving problems — and another, to computational programming and physical computational programming, more commonly known as robotics. Computational thinking includes skills to model and decompose a problem, process data, abstract, generalize, recognize patterns, and create alg",Unknown,Chile,0.5418641390205371,0.5,0.5,,3,-1,High,0.513
OECD,SMART JOB RETRAINING,Employment,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,1,0,0,1,0,Design and build a web platform that allows smart job retraining.,Unknown,Chile,0.06635071090047394,0.9,0.6,,1,1,Low,0.44
OECD,HUMAN-CENTERED NATIONAL GUIDELINES FOR AI ETHICS,Other,General Public,0.0,0.0,0.0,0.0,0.0,6,2020.0,0,0,0,0,1,0,Establishment of ethical standards for artificial intelligence for the development and use of trustworthy artificial intelligence.,Unknown,Korea,0.5418641390205371,0.5,0.5,,3,1,Medium,0.7865000000000001
OECD,DESTINATION EARTH INITIATIVE,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,0,0,current perspective until at least 2030,Unknown,European Union,0.5418641390205371,0.5,0.5,,3,1,Low,0.5372380952380952
OECD,INNOVATIVE PUBLIC SERVICES (Funded under the ISA² programme and DIGITAL EUROPE programme),Economic,General Public,0.0,0.0,0.0,0.0,0.0,12,2018.0,0,0,1,1,1,1,This action supports the adoption of emerging digital technologies in the public sector for the provision of innovative public services.,Unknown,European Union,0.04265402843601896,0.85,0.75,,0,1,Medium,0.675
OECD,ADVANCED TECHNOLOGIES FOR INDUSTRY,Technology,Business,0.0,0.0,0.0,0.0,0.0,4,2019.0,1,0,0,0,1,0,"The Advanced Technologies for Industry (ATI) provides a systematic monitoring of technological trends and data on advanced technologies such as AI, to properly support the implementation of policies and initiatives and to promote a competitive European industry.",Unknown,European Union,0.09320695102685624,0.7,0.8,,5,0,Medium,0.79
OECD,DATA GOVERNANCE ACT,Privacy,General Public,0.0,0.0,0.0,0.0,0.0,3,2020.0,1,0,0,1,1,1,"The instrument aims to foster the availability of data for use by making certain public sector data re-usable, increasing trust in data intermediaries, by promoting data altruism and by setting in place a governance mechanism for certain aspects of standardisation.",Unknown,European Union,0.09741969457609267,0.6,0.5,,4,1,High,0.8146666666666665
OECD,EUROPEAN PUBLIC PROCUREMENT DATA STRATEGY,Privacy,General Public,0.0,0.0,0.0,0.0,0.0,5,2021.0,1,0,0,0,0,1,The European Public Procurement Data Strategy will define the building blocks and objectives for a European Public Procurement Data Space.,Unknown,European Union,0.09741969457609267,0.6,0.5,,4,1,Medium,0.4288333333333334
OECD,STRATEGIC PLAN FOR KNOWLEDGE TRANSFER IN AI,Other,General Public,0.0,0.0,0.0,0.0,0.0,7,2021.0,0,0,0,0,1,0,"This initiative is a plan to promote the transfer of knowledge in AI in the scientific sector, for Colombia to surpasse the world technological frontier. The plan establishes the steps for technical – scientific knowledge to be adapted by the countrys companies and become an input to the AI market.",Unknown,Colombia,0.5418641390205371,0.5,0.5,,3,1,Medium,0.6531666666666667
OECD,DIGITAL PUBLIC INNOVATION CENTER,Social,General Public,0.0,0.0,0.0,0.0,0.0,4,2013.0,0,0,0,0,1,1,The Digital Public Innovation Center is an initiative from the ICT Ministry that uses innovation methods to stimulate the use of technology (including AI) to boost the digital transformation of the State. Our goal is to foster the generation of new citizen services based on AI and help public innovators to generate public value through the use and implementation of AI solutions.,Unknown,Colombia,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.539
OECD,MONITORING THE IMPACT OF AI IN THE JOB MARKET,Employment,"Labor, Government",0.0,0.0,0.0,0.0,0.0,9,2020.0,0,1,0,1,1,0,The national government is planning to monitor the labor market to obtain timely evidence on the effects of AI and fourth industrial revolution technology.,Unknown,Colombia,0.06635071090047394,0.9,0.6,,1,-1,High,0.38
OECD,DASHBOARD FOR THE IMPLEMENTATION OF AI ETHICAL PRINCIPLES,Other,General Public,0.0,0.0,0.0,0.0,0.0,8,2021.0,0,1,0,0,1,1,"The Dashboard for monitoring the Ethical Framework for Artificial Intelligence provides an overview of AI projects from public entities and how they are implementing ethical principles and tools in their projects. Entities will need to report: the tools they are using to implement ethical principles, how they are insuring non - discrimination, and an analysis from ethical risks in the project and the mechanisms to mitigate them.",Unknown,Colombia,0.5418641390205371,0.5,0.5,,3,1,High,0.627
OECD,DASHBOARD FOR THE IMPLEMENTATION OF AI ETHICAL PRINCIPLES,Other,General Public,0.0,0.0,0.0,0.0,0.0,8,2021.0,0,1,0,0,1,1,"The Dashboard for monitoring the Ethical Framework for Artificial Intelligence provides an overview of AI projects from public entities and how they are implementing ethical principles and tools in their projects. Entities will need to report: the tools they are using to implement ethical principles, how they are insuring non - discrimination, and an analysis from ethical risks in the project and the mechanisms to mitigate them.",Unknown,Colombia,0.5418641390205371,0.5,0.5,,3,1,High,0.627
OECD,BRAZILIAN AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,1,1,0,"The EBIA assumes the role of guiding the actions of the Brazilian State in favor of the development of actions, in its various aspects, that stimulate research, innovation, and development of solutions in Artificial Intelligence, as well as its conscious, ethical, and in favor of a better future use.",Unknown,Brazil,0.5418641390205371,0.5,0.5,,3,1,High,0.7211666666666666
OECD,BRAZILIAN AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,1,1,0,"The EBIA assumes the role of guiding the actions of the Brazilian State in favor of the development of actions, in its various aspects, that stimulate research, innovation, and development of solutions in Artificial Intelligence, as well as its conscious, ethical, and in favor of a better future use.",Unknown,Brazil,0.5418641390205371,0.5,0.5,,3,1,High,0.7211666666666666
OECD,BRAZILIAN AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,1,1,0,"The EBIA assumes the role of guiding the actions of the Brazilian State in favor of the development of actions, in its various aspects, that stimulate research, innovation, and development of solutions in Artificial Intelligence, as well as its conscious, ethical, and in favor of a better future use.",Unknown,Brazil,0.5418641390205371,0.5,0.5,,3,1,High,0.7211666666666666
OECD,BRAZILIAN AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,1,1,0,"The EBIA assumes the role of guiding the actions of the Brazilian State in favor of the development of actions, in its various aspects, that stimulate research, innovation, and development of solutions in Artificial Intelligence, as well as its conscious, ethical, and in favor of a better future use.",Unknown,Brazil,0.5418641390205371,0.5,0.5,,3,1,High,0.7211666666666666
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,NATIONAL AI STRATEGY,Other,General Public,0.0,0.0,0.0,0.0,0.0,3,2021.0,0,0,0,0,1,0,"This strategy aims to provide a high-level direction to the development, adoption and implementation of AI in Ireland.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,1,High,0.679
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR,Social,General Public,0.0,0.0,0.0,0.0,0.0,7,2022.0,0,0,0,0,1,1,A series of use cases of AI in the Brazilian public sector.,Unknown,Brazil,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR IN IRELAND,Social,General Public,0.0,0.0,0.0,0.0,0.0,9,2018.0,0,0,0,0,1,1,A series of use cases of AI in the Irish public sector.,Unknown,Ireland,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR IN IRELAND,Social,General Public,0.0,0.0,0.0,0.0,0.0,9,2018.0,0,0,0,0,1,1,A series of use cases of AI in the Irish public sector.,Unknown,Ireland,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR IN IRELAND,Social,General Public,0.0,0.0,0.0,0.0,0.0,9,2018.0,0,0,0,0,1,1,A series of use cases of AI in the Irish public sector.,Unknown,Ireland,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,AI USE CASES IN THE PUBLIC SECTOR IN IRELAND,Social,General Public,0.0,0.0,0.0,0.0,0.0,9,2018.0,0,0,0,0,1,1,A series of use cases of AI in the Irish public sector.,Unknown,Ireland,0.08425487098472881,0.65,0.4,,-1,1,Medium,0.5481666666666666
OECD,ENTERPRISE DIGITAL ADVISORY BOARD,Other,"Business, Government",0.0,0.0,0.0,0.0,0.0,4,2021.0,0,1,0,0,1,0,"As per the Irish National AI Strategy 2021, the Advisory Board (with membership drawn from Industry) will work with and advise Government in the adoption of AI by Irish enterprise.",Unknown,Ireland,0.5418641390205371,0.5,0.5,,3,-1,High,0.5163333333333333
OECD,DATA SHARING AND GOVERNANCE ACT,Privacy,General Public,0.0,0.0,0.0,0.0,0.0,5,2019.0,1,0,0,1,0,0,The Act comes as a regulatory adaptation to safeguard privacy and data protection when it comes to new data sharing and collecting practices.,Unknown,Ireland,0.09741969457609267,0.6,0.5,,4,1,High,0.5111666666666668
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,IRELAND'S RESEARCH CENTRES AND RESEARCH PROJECTS,Technology,General Public,0.0,0.0,0.0,0.0,0.0,6,2005.0,0,0,0,0,1,0,A listing of past and current research projects and research centres directed to AI.,Unknown,Ireland,0.09320695102685624,0.7,0.8,,5,1,Medium,0.87
OECD,DUTCH DIGITALISATION STRATEGY 2021,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2021.0,0,0,0,0,0,0,"The 2021 DDS provides an overview of the current state of digitalisation in country, identify future trends and analyses the past digitalisation progress.",Unknown,Netherlands,0.5418641390205371,0.5,0.5,,3,1,Medium,0.6765000000000001
OECD,DUTCH DIGITALISATION STRATEGY 2021,Other,General Public,0.0,0.0,0.0,0.0,0.0,4,2021.0,0,0,0,0,0,0,"The 2021 DDS provides an overview of the current state of digitalisation in country, identify future trends and analyses the past digitalisation progress.",Unknown,Netherlands,0.5418641390205371,0.5,0.5,,3,1,Medium,0.6765000000000001
